Kode,Var_1%,Var_99%
OMED.JK,-0.11148983532206155,0.05933524182411834
BELI.JK,-0.050418200066912,0.04416286691365055
BSBK.JK,-0.22771051351596283,0.26540607543367317
MKTR.JK,-0.18554047036447915,0.4465454671390706
CBUT.JK,-0.12864698778697845,0.4385210698564504
PDPP.JK,-0.0957366676009302,0.1265725530540135
KDTN.JK,-0.15433135669167614,0.10765057715799707
KETR.JK,-0.1640380313199105,0.1724992233612924
ZATA.JK,-0.26999209584824024,0.5362747252747257
NINE.JK,-0.13756302521008407,0.16362318840579715
MMIX.JK,-0.19233478743869725,0.3089052287581699
PADA.JK,-0.30956244930260846,0.879811284403127
ISAP.JK,-0.3297845997286296,0.44727272727272727
VTNY.JK,-0.28143236161152957,0.7073141216862724
BEER.JK,-0.06603773766264104,0.09397976751850212
CBPE.JK,-0.11239516870973154,0.09308193220760108
ELIT.JK,-0.19582742639287332,0.12163982038994103
SOUL.JK,-0.22783251231527096,0.2691511387163561
CBRE.JK,-0.3582887700534759,0.48684210526315785
SUNI.JK,-0.17232387079131634,0.33985971849336494
WINE.JK,-0.15250002677266933,0.17224821472543717
BMBL.JK,-0.29285714285714287,0.3205128205128205
PEVE.JK,-0.13714066703306235,0.11022440392706874
LAJU.JK,-0.24469233347182465,0.5061747261722381
FWCT.JK,-0.20606017288439116,0.14674429198093697
NAYZ.JK,-0.38104837862088814,0.21874997602111945
IRSX.JK,-0.3763888888888889,0.10000000000000009
CHIP.JK,-0.12340053749741037,0.23478264029970453
HALO.JK,-0.19444444444444442,0.2682539682539683
PACK.JK,-0.3089937106918239,0.22088509316770188
VAST.JK,-0.10581023454157779,0.15909090909090917
KING.JK,-0.22219119226638026,0.31833333333333336
PGEO.JK,-0.15987808808779566,0.22248244764441027
FUTR.JK,-0.2226625386996904,0.18057065217391313
HILL.JK,-0.20770720010064408,0.4927839067858596
BDKR.JK,-0.08627282976917716,0.11560762199515226
PTMP.JK,-0.266231338037132,0.4032695508914001
CUAN.JK,-0.2711515177262782,0.4684008170130963
SAGE.JK,-0.36746031746031743,0.13636363636363635
TRON.JK,-0.29329906674878015,0.15617007672634275
NSSS.JK,-0.0869348404255319,0.11690704284661546
GTRA.JK,-0.31766666666666665,0.14119309902663646
HAJJ.JK,-0.3600076394194041,0.15788325150027271
PIPA.JK,-0.36746031746031743,0.47916666666666663
NCKL.JK,-0.0720214305476411,0.13926262800051237
AWAN.JK,-0.18365222563695843,0.8351457840819544
MBMA.JK,-0.1255984616592104,0.1894308943089431
MENN.JK,-0.3532179720704311,0.3372960372960373
DOOH.JK,-0.27902312599681023,0.6331347270615558
JATI.JK,-0.1772868844340279,0.11548896063420738
TYRE.JK,-0.04326222361295189,0.07924997219554018
RAAM.JK,-0.09827302785695656,0.30588178526002296
MPXL.JK,-0.30310758064023985,0.27393561217810736
SMIL.JK,-0.23450429352068697,0.19743138679908367
MAXI.JK,-0.06785714285714284,0.0838574423480084
KLAS.JK,-0.27188878287317,0.18818700367260352
VKTR.JK,-0.16689648832505977,0.3995294117647058
RELF.JK,-0.37256635335781957,0.5507576344857702
AMMN.JK,-0.13286713286713286,0.32724378109452745
CRSN.JK,-0.10256189448038067,0.18548619072446787
TGUK.JK,-0.31310093572633835,0.22444166666666626
GRPM.JK,-0.08587329486233948,0.16777780960752256
WIDI.JK,-0.3199643493761141,0.47167567567567537
INET.JK,-0.3157128514056225,0.29911634756995586
MAHA.JK,-0.0987920005541254,0.270827448938892
RMKO.JK,-0.1755102936657741,0.08345864661654134
CNMA.JK,-0.05348147867871297,0.053195988978671914
HBAT.JK,-0.159657594381036,0.1316666666666666
FOLK.JK,-0.10812500000000001,0.12125
ERAL.JK,-0.08474668325757162,0.0922707538397819
GRIA.JK,-0.09009372979961217,0.16377739907151667
CYBR.JK,-0.19084886429819453,0.24577849117174955
PPRI.JK,-0.17382246376811594,0.2568542568542569
MSIE.JK,-0.23128342245989308,0.33491461100569264
HUMI.JK,-0.39699673797854085,0.39010020665874645
MUTU.JK,-0.18977347243055848,0.14699194263695892
LMAX.JK,-0.31220865704772477,0.48684210526315785
RSCH.JK,-0.10070065593321403,0.271875
BABY.JK,-0.22444642857142855,0.45448376259798356
AEGS.JK,-0.28802588996763756,0.2153846153846154
IOTF.JK,-0.3020971964655831,0.2865581395348839
KOCI.JK,-0.1775000019174404,0.06192728555550074
BREN.JK,-0.3124085938507565,0.5191593994336177
PTPS.JK,-0.42273439574445254,0.7844034612695284
STRK.JK,-0.43047409579667645,0.33814775910364137
KOKA.JK,-0.2128582202111614,0.4718867924528303
LOPI.JK,-0.20067049808429116,0.3294573643410852
UDNG.JK,-0.22941176470588237,0.41921348314606743
MSTI.JK,-0.07430712303724119,0.14588239970458117
RGAS.JK,-0.16455092221331197,0.26559864457831384
IKPM.JK,-0.22724361090636352,0.16752591955231338
AYAM.JK,-0.1466101694915254,0.189623507805326
SURI.JK,-0.3789624654155138,0.6702321428571433
ASLI.JK,-0.019607843137254943,0.020000000000000018
CGAS.JK,-0.1144555694618273,0.10516975308641978
NICE.JK,-0.1022382284659801,0.10975185528756959
MSJA.JK,-0.08675991925818459,0.1568129139072847
SMLE.JK,-0.17149553571428572,0.1617554479418886
ACRO.JK,-0.26995235227437264,0.3048622539377897
MANG.JK,-0.3694694493336686,0.4540596672403897
GRPH.JK,-0.2084535834535835,0.020000000000000018
SMGA.JK,-0.19395604395604393,0.2244703389830508
ALII.JK,-0.07300230414746542,0.10823423423423412
MPIX.JK,-0.06525072324011572,0.1402631578947368
